Operator Code,Operator Name,Telephony Name,Country Name,Country Code,Last Modified,AIRAC
JTZ,"NICHOLAS SERVICES, LLC",STEEL JET,UNITED STATES,USA,16-Jun-2021,05-09-2024
JUS,"USA JET AIRLINES, INC. (BELLEVILLE, MI)",JET USA,UNITED STATES,USA,11-Sep-1995,05-09-2024
JXA,"JET ACCESS AVIATION, LLC",JET ACCESS,UNITED STATES,USA,09-Aug-2024,05-09-2024
JYA,"NATIONAL AIR CHARTERS, INC.",SUNBIZ,UNITED STATES,USA,07-May-2021,05-09-2024
KAD,K&A AVIATION,RAPID AIR,UNITED STATES,USA,21-May-2024,05-09-2024
KAI,"KAISER AIR, INC. (OAKLAND, CA)",KAISER,UNITED STATES,USA,23-Mar-1999,05-09-2024
KAN,"KANSAS HIGHWAY PATROL (TOPEKA, KS)",KANSAS,UNITED STATES,USA,19-Feb-2010,05-09-2024
KAP,"HYANNIS AIR SERVICE, INC. D/B/A CAPE AIR (HYANNIS,MA)",CAIR,UNITED STATES,USA,30-Oct-1989,05-09-2024
KNW,KENAI AVIATION OPERATIONS,REDOUBT,UNITED STATES,USA,25-Jan-2024,05-09-2024
KNZ,"EXECUTIVE TRAVEL AIR (SHREVEPORT, LA)",KINZE,UNITED STATES,USA,26-Oct-2006,05-09-2024
KOK,"HORIZON AIR SERVICE (HONOLULU, HI)",KOKO,UNITED STATES,USA,07-Sep-1989,05-09-2024
KOW,"BAKER AVIATION, LLC (FORT WORTH, TX)",RODEO,UNITED STATES,USA,07-Mar-2012,05-09-2024
KPO,"NXT JET, INC",KRYPTO,UNITED STATES,USA,18-Jan-2021,05-09-2024
KSF,KENT STATE UNIVERSITY,KENT,UNITED STATES,USA,10-Jul-2018,05-09-2024
KSU,"KANSAS STATE UNIVERSITY (MANHATTAN, KS)",K-STATE,UNITED STATES,USA,30-Jul-1998,05-09-2024
LAR,"LAWRENCE AVIATION, INC. (LAWRENCE, KS)",LAWRENCE,UNITED STATES,USA,07-Sep-1989,05-09-2024
LBQ,"QUEST DIAGNOSTICS (READING, PA)",LABQUEST,UNITED STATES,USA,31-Aug-2000,05-09-2024
LCA,"LECONTE AIRLINES (WRANGELL, AK)",LECONTE,UNITED STATES,USA,07-Sep-1989,05-09-2024
LCC,"THE LANCAIR COMPANY (BEND, OR)",LANCAIR,UNITED STATES,USA,11-Dec-2003,05-09-2024
LCH,"LYNCH FLYING SERVICE, INC. (BILLINGS, MT)",LYNCH AIR,UNITED STATES,USA,24-Jan-2002,05-09-2024
LEG,"THE ARMY AVIATION HERITAGE FOUNDATION (HAMPTON, GA)",LEGACY,UNITED STATES,USA,11-May-2000,05-09-2024
LIF,"ROCKY MOUNTAIN HOLDINGS, L.L.C. (PROVO, UT)",LIFECARE,UNITED STATES,USA,07-Oct-1999,05-09-2024
LJY,"L.J. ASSOCIATES D/B/A L J AVIATION (LATROBE, PA)",ELJAY,UNITED STATES,USA,22-Dec-2005,05-09-2024
LTA,"LEADERSHIP IN FLIGHT TRAINING, LLC, DBA AS LIFT ACADEMY",LIFT,UNITED STATES,USA,01-Aug-2018,05-09-2024
LTD,"EXECUTIVE EXPRESS AVIATION D/B/A JA AIR CHARTER (SUGAR GROVE, IL)",LIGHTSPEED,UNITED STATES,USA,13-Jun-2013,05-09-2024
LVA,HAWAIIAN GLOBETROTTER,AKAAL,UNITED STATES,USA,25-Nov-2022,05-09-2024
LVT,ELEVATE JET LLC,ELEVATE,UNITED STATES,USA,22-Nov-2019,05-09-2024
LXF,"LYNX AIR INTERNATIONAL (FORT LAUDERDALE, FL)",LYNX FLIGHT,UNITED STATES,USA,22-Mar-2001,05-09-2024
LXJ,"FLEXJET LLC (RICHARDSON, TX)",FLEXJET,UNITED STATES,USA,22-Oct-2013,05-09-2024
LYC,"LYNDEN AIR CARGO, LLC",LYNDEN,UNITED STATES,USA,30-Jan-2013,05-09-2024
LYM,"KEY LIME AIR (ENGLEWOOD, CO)",KEY LIME,UNITED STATES,USA,23-Oct-1998,05-09-2024
MFD,"MONARCH AIR GROUP, LLC (FT. LAUDERDALE, FL) ",FREIGHT DOG,UNITED STATES,USA,26-Nov-2008,05-09-2024
MFR,"MIDLINE AIR FREIGHT (OWENSBORO, KY)",MIDLINE FREIGHT,UNITED STATES,USA,26-Oct-2006,05-09-2024
MGD,"MIAMI AIR LEASE, INC. (MIAMI, FL)",MIAMI AIR,UNITED STATES,USA,26-May-2010,05-09-2024
MGE,"AERO-MICRONESIA, INC. D/B/A ASIA PACIFIC AIRLINES (DANVILLE, CA)",MAGELLAN,UNITED STATES,USA,22-Mar-2001,05-09-2024
MHA,"MOUNTAIN HIGH AVIATION (WALLA WALLA, WA)",MOUNTAIN HIGH,UNITED STATES,USA,26-Aug-1993,05-09-2024
MHF,"MARITIME HELICOTPERS (HOMER, AK)",AIR MARITIME,UNITED STATES,USA,25-Jun-2014,05-09-2024
MHO,"MOKULELE AIRLINES (KAILUA'KONA, HI)",MAHALO,UNITED STATES,USA,28-Oct-2015,05-09-2024
MHY,METRON AVIATION,-,UNITED STATES,USA,14-May-2020,05-09-2024
MOW,"MOHAWK AIRLINES (ONEONTA, NY)",MOHAWK AIR,UNITED STATES,USA,08-Sep-1989,05-09-2024
MPA,"MID-PACIFIC AIRLINES, INC. (HONOLULU, HI)",MID PAC,UNITED STATES,USA,07-Sep-1989,05-09-2024
MPL,"MASTER PLANNER, INC.",+,UNITED STATES,USA,07-Sep-1989,05-09-2024
MRA,"MARTINAIRE (ADDISON, TX)",MARTEX,UNITED STATES,USA,24-Feb-2000,05-09-2024
MRC,"MARTIN COMPANIES (KILGORE, TX)",MARTRANS,UNITED STATES,USA,07-Mar-2012,05-09-2024
MRD,"MERIDIAN AIR CARGO, INC. (MERIDIAN, MS)",MERIDIAN,UNITED STATES,USA,07-Sep-1989,05-09-2024
MRK,"MARKAIR INC. (ANCHORAGE, AK)",MARKAIR,UNITED STATES,USA,07-Sep-1989,05-09-2024
MRO,"MORRISON FLYING SERVICE, INC. (HELENA, MT)",MORRISON,UNITED STATES,USA,17-Jan-1994,05-09-2024
MRR,"WEST ISLE AIR, INC. (ANACORTES, WA)",MARINER,UNITED STATES,USA,15-Jul-2021,05-09-2024
MRX,"HERMEN'S MARKAIR EXPRESS (ST. MARY'S, AK)",SPEEDMARK,UNITED STATES,USA,07-Sep-1989,05-09-2024
MSH,"U S MARSHALS SERVICE,  U.S. DEPARTMENT OF JUSTICE (WASHINGTON, DC)",MARSHALAIR,UNITED STATES,USA,07-Jun-1996,05-09-2024
NDU,"UNIVERSITY OF NORTH DAKOTA (GRAND FORKS, ND)",SIOUX,UNITED STATES,USA,20-Jul-2005,05-09-2024
NEA,"NEW ENGLAND AIRLINES, INC. (WESTERLY, RI)",NEW ENGLAND,UNITED STATES,USA,07-Sep-1989,05-09-2024
NEW,NORTHEASTERN AVIATION CORPORATION,NORTHEASTERN,UNITED STATES,USA,31-May-2017,05-09-2024
NFL,"NORTHAIRE FREIGHT LINES LTD. (DAVISBURG, MI)",GREAT LAKES,UNITED STATES,USA,07-Sep-1989,05-09-2024
NFX,"NETFLIX, INC.",SUNSET,UNITED STATES,USA,28-Apr-2020,05-09-2024
NGF,"AIR CHARITY NETWORK (VIRGINIA BEACH, VA)",ANGEL FLIGHT,UNITED STATES,USA,10-Oct-2014,05-09-2024
NHK,"UNITED STATES GOVERNMENT, FEDERAL AVIATION ADMINISTRATION",NIGHTHAWK,UNITED STATES,USA,07-May-2021,05-09-2024
NSP,SAMARITAN'S PURSE,SAM PURSE,UNITED STATES,USA,10-Nov-2016,05-09-2024
NTC,"GIBSON AVIATION (EAU CLAIRE, WI)",NIGHT CHASE,UNITED STATES,USA,08-Sep-1989,05-09-2024
NTK,NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION (NATCA),NATCA,UNITED STATES,USA,20-Aug-2001,05-09-2024
NTS,"CIRRUS AIR, INC. (DALLAS, TX)",NITE STAR,UNITED STATES,USA,23-Aug-1991,05-09-2024
NTW,"MAXAIR, LLC",NORTHWOODS,UNITED STATES,USA,03-Jun-2021,05-09-2024
NUS,"NORTHERN ILLINOIS FLIGHT CENTER, INC. (LAKE IN THE HILLS, IL)",ENJET,UNITED STATES,USA,23-Aug-2007,05-09-2024
NVT,"NATIVE AMERICAN AIR AMBULANCE, INC. (MESA, AZ)",NATIVE,UNITED STATES,USA,17-Oct-2008,05-09-2024
NWD,"NEW WORLD JET CORPORATION (RONKONKOMA, NY)",NEW WORLD,UNITED STATES,USA,05-Nov-2002,05-09-2024
NWE,"NORTHWEST AERO ASSOCIATES, INC. (ELKO, NV)",-,UNITED STATES,USA,23-Sep-1996,05-09-2024
NWF,"NORTHWEST FLYERS, INC. (SCHAUMBURG, IL)",SECOND CITY,UNITED STATES,USA,25-Jun-2013,05-09-2024
NXC,"NEXGEN AVIATION,LLC",NEXCON,UNITED STATES,USA,27-Aug-2024,05-09-2024
NXT,NEXTNET,NEXTNET,UNITED STATES,USA,07-Apr-2020,05-09-2024
RAS,"JIM RATLIFF AIR SERVICE,INC. D/B/A RAS (COLUMBUS, MS)",SHANHIL,UNITED STATES,USA,08-Sep-1989,05-09-2024
RAX,"ROYAL AIR FREIGHT, INC. (WATERFORD, MI)",AIR ROYAL,UNITED STATES,USA,08-Aug-1994,05-09-2024
RBN,"RED BARON AVIATION, INC. (TAMPA, FL)",RED BARON,UNITED STATES,USA,07-Sep-1989,05-09-2024
RBY,"VISION AIRLINES, INC. D/B/A VISION AIR (NORTH LAS VEGAS, NV)",RUBY,UNITED STATES,USA,12-Jun-2008,05-09-2024
RCA,"RICHLAND AVIATION (SIDNEY, MT)",RICHLAND,UNITED STATES,USA,07-Sep-1989,05-09-2024
RCH,AIR MOBILITY COMMAND (AMC),REACH,UNITED STATES,USA,22-May-1996,05-09-2024
RDK,"MEMORIAL HERMANN HOSPITAL SYSTEM LIFE FLIGHT (HOUSTON, TX)",RED DUKE,UNITED STATES,USA,03-Dec-2013,05-09-2024
RDN,RED BARN OPERATIONS,RED BARN,UNITED STATES,USA,20-Nov-2017,05-09-2024
RDS,"RHOADES AVIATION, INC. (COLUMBUS, IN)",RHOADES EXPRESS,UNITED STATES,USA,20-Aug-1993,05-09-2024
RDY,"PHANTOM SERVICES, LLC",RODNEY,UNITED STATES,USA,20-Dec-2018,05-09-2024
REH,"REACH AIR MEDICAL SERVICES (SANTA ROSA, CA)",REACHMED,UNITED STATES,USA,28-Jul-2008,05-09-2024
REL,"RELIANCE AVIATION (FORT LAUDERDALE, FL)",RELIANCE AIR,UNITED STATES,USA,03-Aug-2001,05-09-2024
REO,"RIO AIRWAYS (KILLEEN, TX)",RIO,UNITED STATES,USA,07-Sep-1989,05-09-2024
REX,"RAM AIR FREIGHT, INC. (HILLSBOROUGH, NC)",RAM EXPRESS,UNITED STATES,USA,07-Sep-1989,05-09-2024
RFX,"J P HUNT, INC., AIR CARRIERS (GENTRY, AR)",REFLEX,UNITED STATES,USA,07-Jun-1996,05-09-2024
RGL,"TRADECRAFT FLYING SERVICE, LLC",RIDGELINE,UNITED STATES,USA,17-Mar-2021,05-09-2024
RKJ,CHARTER AIRLINES LLC,ARCA JET,UNITED STATES,USA,11-Jul-2024,05-09-2024
RKK,STEPHENS INVESTMENTS HOLDINGS,ROCKTOWN,UNITED STATES,USA,22-Nov-2019,05-09-2024
RKS,"ACP JET CHARTERS, INC. DBA PHENIX JET",ROCKSTAR,UNITED STATES,USA,24-Mar-2017,05-09-2024
RLI,"RELIANT AIR CHARTER, INC. (DANBURY, CT)",RELIANT,UNITED STATES,USA,11-May-2007,05-09-2024
RLJ,"EMPYREAL JET, INC.",REAL JET,UNITED STATES,USA,12-Jun-2020,05-09-2024
RLM,"ROYAL AMERICAN AIRWAYS (TUCSON, AZ)",ROYAL AMERICAN,UNITED STATES,USA,07-Sep-1989,05-09-2024
RLR,"BUSINESS AIRFREIGHT (BENNINGTON, VT)",RATTLER,UNITED STATES,USA,11-May-2000,05-09-2024
RMA,ROCKY MOUNTAIN AIRWAYS,ROCKY MOUNTAIN,UNITED STATES,USA,17-Sep-2019,05-09-2024
RMS,"TAS AVIATION, INC. (DEFIANCE, OH)",TASS AIR,UNITED STATES,USA,07-Sep-1989,05-09-2024
RMT,"RAM AIRCRAFT CORPRATION (WACO, TX)",RAM FLIGHT,UNITED STATES,USA,31-Mar-1994,05-09-2024
RNI,RENNIA AVIATION LLC,RENNIA,UNITED STATES,USA,17-Jan-2022,05-09-2024
RNR,"AIR CARGO MASTERS, INC. (SIOUX FALLS, SD)",RUNNER,UNITED STATES,USA,24-Feb-2000,05-09-2024
RYN,"RYAN AVIATION CORPORATION D/B/A RYAN  INTERNATIONAL AIRLINES (WICHITA,KS)",RYAN INTERNATIONAL,UNITED STATES,USA,07-Sep-1989,05-09-2024
RZN,GRIDIRON AIR LLC,REDZONE,UNITED STATES,USA,23-Mar-2023,05-09-2024
RZR,"ZEPHYR EXPRESS (BURBANK, CA)",RECOVERY,UNITED STATES,USA,15-Apr-1992,05-09-2024
SAM,USAF's 89th Airlift Wing- Andrews Air Force Base,SAM,UNITED STATES,USA,11-Mar-2014,05-09-2024
SFE,TRAVIS COUNTY EMS,STAR FLIGHT,UNITED STATES,USA,29-May-2018,05-09-2024
SFF,"SAFEWING AVIATION COMPANY, INC. (KANSAS CITY, MO)",SWIFTWING,UNITED STATES,USA,22-Feb-1996,05-09-2024
SFH,"NORTH AMERICAN JET CHARTER GROUP, LLC (WHEELING, IL)",STARFISH,UNITED STATES,USA,15-Aug-2007,05-09-2024
SFT,"SKYFREIGHT, INC. (SEATTLE, WA)",SKYFREIGHT,UNITED STATES,USA,07-Sep-1989,05-09-2024
SFX,SPORTSMAN'S LLC. / SWAMP FOX LLC.,SWAMP FOX,UNITED STATES,USA,20-Jul-2017,05-09-2024
SFY,"SKYBORNE AIRLINE ACADEMY, INC.",SKY FLITE,UNITED STATES,USA,21-Jul-2021,05-09-2024
SGB,"SKY KING, INC. (SACRAMENTO, CA)",SONGBIRD,UNITED STATES,USA,07-Mar-2003,05-09-2024
SGO,ADMIRAL BEVERAGE CORPORATION,SPEEDGOAT,UNITED STATES,USA,22-Jul-2021,05-09-2024
SHC,"SKY HARBOR AIR SERVICE INC. (CHEYENNE, WY)",SKY HARBOR CHEYENNE,UNITED STATES,USA,07-Sep-1989,05-09-2024
SLH,"SILVERHAWK AVIATION, INC. (SEWARD, NE)",SILVERHAWK,UNITED STATES,USA,29-Jun-1994,05-09-2024
SLO,"EDGARTOWN AIR, INC. (EDGARTOWN, MA)",SLOW,UNITED STATES,USA,08-Sep-1989,05-09-2024
SMH,"SMITHAIR, INC. (ATLANTA, GA)",SMITHAIR,UNITED STATES,USA,07-Sep-1989,05-09-2024
SMM,"SUMMIT AIRLINES (PHILADELPHIA, PA)",SUMMIT-AIR,UNITED STATES,USA,07-Sep-1989,05-09-2024
SMU,"SANBORN MAP COMPANY (COLORADO SPRINGS, CO)",SPRINGER,UNITED STATES,USA,27-Feb-2013,05-09-2024
SNC,"AIR CARGO CARRIERS, INC. (MILWAUKEE, WI)",NIGHT CARGO,UNITED STATES,USA,25-May-1990,05-09-2024
SNK,"SUN JET INTERNATIONAL, INC. D/B/A SOUTHEAST AIRLINES (LARGO, FL)",SUN KING,UNITED STATES,USA,03-Jun-1999,05-09-2024
SNL,"SOONAIR LINES, INC. (TULSA, OK)",SOONAIR,UNITED STATES,USA,07-Sep-1989,05-09-2024
SNP,"SUN PACIFIC INTERNATIONAL, INC. (TUCSON, AZ)",SUN PACIFIC,UNITED STATES,USA,23-Sep-1996,05-09-2024
SNQ,"SUN QUEST EXECUTIVE AIR CHARTER, INC. (PACOIMA, CA)",EXECU-QUEST,UNITED STATES,USA,31-May-1995,05-09-2024
SNT,"SUNCOAST AVIATION, INC.(CLEARWATER,FL)",SUNCOAST,UNITED STATES,USA,07-Sep-1989,05-09-2024
SNW,"SUN WEST AIRLINES (SCOTTSDALE, AZ)",SUN WEST,UNITED STATES,USA,07-Sep-1989,05-09-2024
SOH,"SOUTHERN OHIO AVIATION SALES CO. (W. CARROLLTON, OH)",SOUTHERN OHIO,UNITED STATES,USA,07-Sep-1989,05-09-2024
SOK,"S.A.C. INDUSTRIES, LLC (BOZEMAN, MT)",SNOW SKI,UNITED STATES,USA,19-Sep-2007,05-09-2024
SOO,"SOUTHERN AIR, INC. (COLUMBUS, OH)",SOUTHERN AIR,UNITED STATES,USA,18-Nov-1999,05-09-2024
SOT,"SOUTHEAST CORRECT CRAFT, INC. (ORLANDO, FL)",SOUTH COURIER,UNITED STATES,USA,07-Sep-1989,05-09-2024
SPA,"SIERRA PACIFIC AIRLINES, INC. (TUCSON, AZ)",SIERRA PACIFIC,UNITED STATES,USA,13-Jun-2008,05-09-2024
SPC,"SKYWORLD AIRLINES (DENVER, CO)",PORT,UNITED STATES,USA,07-Sep-1989,05-09-2024
STG,"SEDALIA, MARSHALL, BOONVILLE STAGE LINE, INC.  (DES MOINES, IA)",STAGE,UNITED STATES,USA,07-Sep-1989,05-09-2024
STT,"WESTERN AIRCRAFT, INC.",SAWTOOTH,UNITED STATES,USA,22-Nov-2019,05-09-2024
STV,SATURN AVIATION,SATURN,UNITED STATES,USA,28-Feb-2019,05-09-2024
STY,"ALTIUS AVIATION, LLC (SYRACUSE, NY)",ALTAIR,UNITED STATES,USA,02-Jun-2011,05-09-2024
SUB,"SUBURBAN AIR FREIGHT, INC. (OMAHA, NE)",SUB AIR,UNITED STATES,USA,17-Oct-1995,05-09-2024
SUP,AERONAUTICAL CHARTERS INC.,SUN SPEED,UNITED STATES,USA,11-Mar-2014,05-09-2024
SUU,"STAR WEST AVIATION (EVANSTON, WY)",SUNSTAR,UNITED STATES,USA,06-Sep-2002,05-09-2024
TBI,"TAB EXPRESS INTERNATIONAL (DELAND, FL)",TAB INTERNATIONAL,UNITED STATES,USA,28-Aug-2001,05-09-2024
TBL,TERRIBLE HERBST INC.,TERRIBLES,UNITED STATES,USA,20-Apr-2022,05-09-2024
TBO,"RWS AVIATION, LLC",CARTILLION,UNITED STATES,USA,14-Sep-2018,05-09-2024
TIA,TRANS INTERNATIONAL AIRLINES,TRANS INTERNATIONAL,UNITED STATES,USA,07-Sep-1989,05-09-2024
TIP,"C AND M AVIATION (BUTTE, MT)",TRANSPAC,UNITED STATES,USA,07-Sep-1989,05-09-2024
TIV,"CORPORATE FLIGHT INTERNATIONAL, DBA THRIVE AVIATION",THRIVE,UNITED STATES,USA,31-Oct-2019,05-09-2024
TJA,TAPJETS INC,TAPJETS,UNITED STATES,USA,24-May-2016,05-09-2024
TKH,"MATER LOGISTICS, LLC",TRACKHOUSE,UNITED STATES,USA,05-Jun-2023,05-09-2024
TKK,"AERO WAYS, INC. (NEW CASTLE, DE)",TARKA,UNITED STATES,USA,09-Dec-2010,05-09-2024
TKM,"JM FAMILY AVIATION (FT. LAUDERDALE, FL)",TACOMA,UNITED STATES,USA,11-May-2007,05-09-2024
TLC,"CARIBBEAN EXPRESS, INC. (MIAMI SPRINGS, FL)",CARIB-X,UNITED STATES,USA,07-Sep-1989,05-09-2024
TRO,"TROPIC AIRLINES-AIR MOLOKAI(HONOLULU, HI)",MOLOKAI,UNITED STATES,USA,07-Sep-1989,05-09-2024
TRP,"MARYLAND STATE POLICE (PIKESVILLE, MD)",TROOPER,UNITED STATES,USA,07-Sep-1989,05-09-2024
TRS,"AIRTRAN AIRWAYS, INC. (ORLANDO, FL)",CITRUS,UNITED STATES,USA,16-Jul-1999,05-09-2024
TRW,"TRANSWESTERN AIRLINES OF UTAH (LOGAN, UT)",TRANS-WEST,UNITED STATES,USA,07-Sep-1989,05-09-2024
TRY,"TRISTAR AIRLINES, INC. (LAS VEGAS, NV)",TRISTAR AIR,UNITED STATES,USA,27-Sep-1995,05-09-2024
TRZ,"TRANSMERIDIAN AIRLINES (HOUSTON, TX)",TRANS-MERIDIAN,UNITED STATES,USA,08-Sep-1995,05-09-2024
TSS,"TRI-STATE AERO, INC. (EVANSVILLE, IL)",TRI-STATE,UNITED STATES,USA,03-Jul-2003,05-09-2024
TSU,"GULF & CARIBBEAN CARGO, INC. (WATERFORD, MI)",TRANSAUTO,UNITED STATES,USA,12-Aug-2005,05-09-2024
TTE,"AVCENTER, INC. (POCATELLO, ID)",TETON,UNITED STATES,USA,04-Dec-2001,05-09-2024
UCA,"COMMUTAIR (PLATTSBURGH, NY)",COMMUTAIR,UNITED STATES,USA,08-Sep-1989,05-09-2024
UCH,"US AIRPORTS AIR CHARTER (ROCHESTER, NY)",US CHARTER,UNITED STATES,USA,09-May-2003,05-09-2024
UCM,"UNIVERSITY OF CENTRAL MISSOURI (WARRENSBURG, MO)",MULE-FLIGHT,UNITED STATES,USA,30-Apr-2008,05-09-2024
UCS,"UNITED CARRIERS SYSTEMS, INC. (GAHANNA, OH)",UNITED CARRIERS,UNITED STATES,USA,13-Jan-1994,05-09-2024
UDG,TEAM125,UNDERDOG,UNITED STATES,USA,02-May-2018,05-09-2024
UEJ,"UNITED EXECUTIVE JET, INC. D/B/A JETCORP (CHESTERFIELD, MO)",JETCORP,UNITED STATES,USA,31-Aug-2000,05-09-2024
UFS,"UFS, INC. (ST.LOUIS, MO)",FEEDER FLIGHT,UNITED STATES,USA,03-Nov-1993,05-09-2024
UGL,"INTER-ISLAND AIR, INC. (KAHULUI, HI)",UGLY VAN,UNITED STATES,USA,31-Oct-1990,05-09-2024
VCM,"VOLARE AIR CHARTER COMPANY (EL PASO, TX)",CARMEN,UNITED STATES,USA,31-Aug-2000,05-09-2024
VCT,"VISCOUNT AIR SERVICE, INC. (TUCSON, AZ)",VISCOUNT AIR,UNITED STATES,USA,06-Jan-1993,05-09-2024
VES,"VIEQUES AIR LINK, INC. (VIEQUES, PR)",VIEQUES,UNITED STATES,USA,07-Sep-1989,05-09-2024
VET,"VENTURE AVIATION GROUP, LLC (GREENVILLE, SC)",POINSETT AIR,UNITED STATES,USA,23-Feb-2010,05-09-2024
VFS,VISION FLIGHT CENTER,VISION FLIGHT,UNITED STATES,USA,21-Dec-2015,05-09-2024
VGX,"VIRGIN GALACTIC, LLC (GILBERT, AZ)",GALACTIC,UNITED STATES,USA,25-Jul-2012,05-09-2024
VRD,"VIRGIN AMERICA, INC. (BURLINGAME, CA)",REDWOOD,UNITED STATES,USA,18-May-2007,05-09-2024
VSS,"VIRGIN ISLANDS SEAPLANE SHUTTLE, INC.(ST.CROIX,VI)",WATERBIRD,UNITED STATES,USA,07-Sep-1989,05-09-2024
VTE,"CORPORATE FLIGHT MANAGEMENT (SMYRNA, TN)",VOLUNTEER,UNITED STATES,USA,06-Sep-2002,05-09-2024
VTS,"TATONDUK OUTFITTERS LTD D/B/A EVERTS AIR ALASKA / EVERTS AIR CARGO (FAIRBANKS, AK)",EVERTS,UNITED STATES,USA,17-Oct-2002,05-09-2024
VUS,RAVN AEROSPACE,HARBINGER,UNITED STATES,USA,16-May-2023,05-09-2024
WRT,"WRIGHT AIR LINES, INC. (CLEVELAND, OH)",WRIGHT-AIR,UNITED STATES,USA,07-Sep-1989,05-09-2024
WSI,"WIND SPIRIT AIR, INC. (DETROIT, MI)",WIND SPIRIT,UNITED STATES,USA,19-Sep-1994,05-09-2024
WSM,"WISMAN AVIATION (FT. WAYNE, IN)",WISMAN,UNITED STATES,USA,07-Sep-1989,05-09-2024
WSN,"ADVANCED AIR, LLC",WINGSPAN,UNITED STATES,USA,28-Aug-2015,05-09-2024
WSP,VERIJET,WHISPER JET,UNITED STATES,USA,19-Nov-2021,05-09-2024
WTV,"WESTERN AVIATORS (GRAND JUNCTION, CO)",WESTAVIA,UNITED STATES,USA,07-Sep-1989,05-09-2024
WUP,WHEELS UP PRIVATE JETS,UP JET,UNITED STATES,USA,18-Mar-2024,05-09-2024
WVA,"HAND D AVIATION (TERRE HAUTE, IN)",WABASH VALLEY,UNITED STATES,USA,07-Sep-1989,05-09-2024
WVE,"CIMEX ENVIRONMENTAL, LLC",CLEAR WAVE,UNITED STATES,USA,12-Aug-2021,05-09-2024
WVU,FELIX AIR INC,COUNTRY ROADS,UNITED STATES,USA,13-Jul-2022,05-09-2024
WWI,"WORLDWIDE JET CHARTER (SCOTTSDALE, AZ)",WORLDWIDE,UNITED STATES,USA,01-Mar-2006,05-09-2024
WYF,"WAYFARER AVIATION, INC. (WEYMOUTH, MA)",WAYFARER,UNITED STATES,USA,07-May-2010,05-09-2024
WYG,"WYOMING AIRLINES LTD. (DENVER, CO)",WYOMING,UNITED STATES,USA,07-Sep-1989,05-09-2024
WYM,"M&N AVIATION (CAROLINA, PR)",WORLD CLASS,UNITED STATES,USA,21-Feb-2011,05-09-2024
WZM,WALTZING MATILDA AVIATION,MATILDA,UNITED STATES,USA,12-May-2021,05-09-2024
XAA,"AERONAUTICAL RADIO, INC. (ARINC)",ROCKFISH,UNITED STATES,USA,31-May-2012,05-09-2024
XAC,"AIR CHARTER WORLD (CORRALES, NM)",-,UNITED STATES,USA,07-Sep-1989,05-09-2024
XAD,"CERTIFIED AIRCRAFT DISPATCH, INC. (MIAMI, FL)",-,UNITED STATES,USA,09-Apr-1992,05-09-2024
XAF,"EXECUTIVE AIR FLEET (TRENTON, NJ)",+,UNITED STATES,USA,07-Sep-1989,05-09-2024
XYZ,"ISLAND AIR EXPRESS (FRIDAY HARBOR, WA)",RAINBIRD,UNITED STATES,USA,07-Sep-1989,05-09-2024
YEL,"SUMMIT AVIATION, INC",YELLOWSTONE,UNITED STATES,USA,08-Feb-2018,05-09-2024
YOG,"CENTRAL AVIATION, INC. (CHICAGO, IL)",YOGAN AIR,UNITED STATES,USA,07-Sep-1989,05-09-2024
AJT,"AMERIJET INTERNATIONAL (FT.LAUDERDALE, FL)",AMERIJET,UNITED STATES,USA,07-Sep-1989,05-09-2024
AJW,"ALPHA JET INTERNATIONAL (SHEFFIELD, AL)",ALPHAJET,UNITED STATES,USA,07-Aug-2001,05-09-2024
ALC,"SOUTHERN JERSEY AIRWAYS, INC. (ATLANTIC CITY, NJ)",ACOM,UNITED STATES,USA,07-Sep-1989,05-09-2024
ALO,"PENNSYLVANIA COMMUTER AIRLINES, INC. (MIDDLETOWN, PA)",ALLEGHENY,UNITED STATES,USA,23-Oct-1992,05-09-2024
AZY,"AZTEC WORLDWIDE AIRLINES, INC. (FT. LAUDERDALE, FL)",AZTEC WORLD,UNITED STATES,USA,27-Feb-2013,05-09-2024
BAD,"FLIGHT DEVELOPMENT, LLC  (WATKINS, CO)",BADLANDS,UNITED STATES,USA,14-Jan-2011,05-09-2024
BAJ,"BAKER AVIATION, INC. (KOTZEBUE, AK)",BAKER AVIATION,UNITED STATES,USA,04-May-1990,05-09-2024
BAK,"BLACKHAWK AIRWAYS, INC. (JANESVILLE, WI)",BLACKHAWK,UNITED STATES,USA,07-Sep-1989,05-09-2024
BAP,TRANS INTERNATIONAL EXPRESS AVIATION,BIG APPLE,UNITED STATES,USA,09-Apr-1999,05-09-2024
BKR,"CIVIL AIR PATROL, SOUTH CAROLINA WING (COLUMBIA, SC)",BOX KAR,UNITED STATES,USA,07-Sep-1989,05-09-2024
BKS,"ATLANTIC COAST AIRCRAFT SERVICES (READING, PA)",BERKS,UNITED STATES,USA,06-Apr-2017,05-09-2024
BLE,"EXECUTIVE AIR SERVICES, LLC (MIAMI, FL)",BLUEWATER,UNITED STATES,USA,26-Jul-2012,05-09-2024
BLH,"BLUE HORIZON TRAVEL CLUB (CINCINNATI, OH)",BLUE HORIZON,UNITED STATES,USA,07-Sep-1989,05-09-2024
BLK,USAC AIRWAYS 695 LLC,AERO BLACK,UNITED STATES,USA,29-Dec-2020,05-09-2024
